,,,,Normalized abundance,,,,,,,,,,,,
AT3G01480.1;AT3G01480.2,7,443.55,"| Symbols: CYP38, ATCYP38 | cyclophilin 38 | chr3:188569-190674 FORWARD LENGTH=437",1244867,1603524,1668299,340194,320047,320692,684815,619410,642583,0.22,0.43,0.0121,0.0210
AT5G27380.1,1,17.57,"| Symbols: GSH2, GSHB | glutathione synthetase 2 | chr5:9668211-9670912 REVERSE LENGTH=539",28106,18375,27198,6352,4526,5118,15879,11508,13935,0.22,0.56,0.0224,0.0579
AT1G67280.1,5,250.3,| Symbols:  | Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein | chr1:25188563-25190547 REVERSE LENGTH=350,2325395,2605531,2607163,551335,535884,535525,888778,861304,917508,0.22,0.35,0.0022,0.0026
AT3G15356.1;AT1G53080.1,1,102.18,| Symbols:  | Legume lectin family protein | chr3:5174603-5175418 REVERSE LENGTH=271,332263,194714,267870,54144,54382,61504,133289,128582,130378,0.21,0.49,0.0341,0.0774
AT1G15760.1,1,17.61,| Symbols:  | Sterile alpha motif (SAM) domain-containing protein | chr1:5425714-5426322 FORWARD LENGTH=202,153492,166284,160586,31296,35253,35747,38977,36007,37931,0.21,0.24,0.0002,0.0005
ATCG00750.1,1,15.71,| Symbols: RPS11 | ribosomal protein S11 | chrC:78960-79376 REVERSE LENGTH=138,4998,537,1685,315,723,495,123,485,341,0.21,0.13,0.2916,0.2580
AT1G03840.1,1,24.97,| Symbols: MGP | C2H2 and C2HC zinc fingers superfamily protein | chr1:967596-970058 REVERSE LENGTH=506,3311,914,3669,438,1065,168,97707,63440,129879,0.21,36.86,0.1287,0.0387
AT3G26060.1,1,28.61,| Symbols: ATPRX Q | Thioredoxin superfamily protein | chr3:9524807-9526123 FORWARD LENGTH=216,90663,81253,55018,13798,14664,19501,34667,35725,39765,0.21,0.49,0.0278,0.0647
AT4G13930.1,3,74.24,| Symbols: SHM4 | serine hydroxymethyltransferase 4 | chr4:8048013-8050021 REVERSE LENGTH=471,330046,244534,282427,60525,57744,61658,62941,67006,70130,0.21,0.23,0.0117,0.0121
AT1G02500.1,1,45.44,"| Symbols: SAM1, SAM-1, MAT1, AtSAM1 | S-adenosylmethionine synthetase 1 | chr1:519037-520218 FORWARD LENGTH=393",112958,78574,97712,21931,19139,19433,41625,34287,43236,0.21,0.41,0.0160,0.0229
AT1G23190.1,2,119.65,| Symbols: PGM3 | Phosphoglucomutase/phosphomannomutase family protein | chr1:8219946-8224186 FORWARD LENGTH=583,133307,149933,202093,35859,31547,33790,30674,28010,32483,0.21,0.19,0.0249,0.0236
AT1G04420.1,2,78.44,| Symbols:  | NAD(P)-linked oxidoreductase superfamily protein | chr1:1191634-1193699 FORWARD LENGTH=412,286312,305028,376416,71880,63947,62537,143295,139884,144325,0.20,0.44,0.0106,0.0222
AT5G04740.1,1,22.03,| Symbols:  | ACT domain-containing protein | chr5:1368713-1371391 REVERSE LENGTH=301,31563,34968,47694,9093,7054,7226,25683,22601,19016,0.20,0.59,0.0236,0.0707
AT5G58330.1,2,101.28,| Symbols:  | lactate/malate dehydrogenase family protein | chr5:23580010-23582287 REVERSE LENGTH=443,337718,343877,381124,77084,68852,69642,107789,104821,111171,0.20,0.30,0.0017,0.0026
AT1G63770.1,5,176.76,| Symbols:  | Peptidase M1 family protein | chr1:23658250-23664243 REVERSE LENGTH=918,424563,482087,524802,95319,95090,99847,190222,186450,194924,0.20,0.40,0.0057,0.0097
AT4G25810.1;AT5G57560.1,3,76.16,"| Symbols: XTR6, XTH23 | xyloglucan endotransglycosylase 6 | chr4:13128694-13129715 FORWARD LENGTH=286",836548,776014,792295,162219,158306,163142,694407,688668,716090,0.20,0.87,0.0007,0.0169
AT1G08200.1,1,26.07,| Symbols: AXS2 | UDP-D-apiose/UDP-D-xylose synthase 2 | chr1:2574259-2576609 REVERSE LENGTH=389,233020,236749,267882,52747,44993,48481,41052,39753,44874,0.20,0.17,0.0023,0.0025
AT3G54660.1,3,137.76,"| Symbols: GR, EMB2360, ATGR2 | glutathione reductase | chr3:20230356-20233100 REVERSE LENGTH=565",521250,548730,615281,113690,99503,119660,202690,200097,215301,0.20,0.37,0.0027,0.0051
AT5G10560.1,1,20.78,| Symbols:  | Glycosyl hydrolase family protein | chr5:3336335-3339351 REVERSE LENGTH=792,54521,52691,67497,13173,11643,9274,7194,7411,5258,0.20,0.11,0.0071,0.0071
AT5G02490.1,1,181.23,| Symbols:  | Heat shock protein 70 (Hsp 70) family protein | chr5:550296-552565 REVERSE LENGTH=653,52711,57879,62868,11400,11438,10897,32981,33568,40452,0.19,0.62,0.0038,0.0048
AT3G28460.1,1,16.86,| Symbols:  | methyltransferases | chr3:10672673-10674297 REVERSE LENGTH=314,327546,345364,293644,61036,65350,60506,86487,81412,72029,0.19,0.25,0.0031,0.0022
AT4G09000.1;AT4G09000.2,4,388.51,"| Symbols: GRF1, GF14 CHI | general regulatory factor 1 | chr4:5775387-5777157 FORWARD LENGTH=267",3441441,2665022,2059030,533934,520844,520953,816154,753250,754299,0.19,0.28,0.0316,0.0394
AT1G09750.1,2,68.51,| Symbols:  | Eukaryotic aspartyl protease family protein | chr1:3157541-3158960 FORWARD LENGTH=449,2593610,2993408,3196098,576107,575551,540468,531581,531554,471936,0.19,0.17,0.0054,0.0049
AT1G20620.1;AT1G20620.2;AT1G20620.4,5,284.59,"| Symbols: CAT3, SEN2, ATCAT3 | catalase 3 | chr1:7143142-7146193 FORWARD LENGTH=492",1452450,1273577,1571128,268971,284576,266757,394868,403032,378471,0.19,0.27,0.0054,0.0065
AT1G64640.1,1,26.69,"| Symbols: ENODL8, AtENODL8 | early nodulin-like protein 8 | chr1:24022482-24023151 REVERSE LENGTH=191",94015,75935,98937,18228,16808,16157,13166,12381,14392,0.19,0.15,0.0088,0.0080
AT3G25920.1,3,87.53,| Symbols: RPL15 | ribosomal protein L15 | chr3:9491268-9492558 REVERSE LENGTH=277,71318,65199,73859,11868,13586,14124,44404,42531,42171,0.19,0.61,0.0011,0.0059
AT1G77510.1,4,230.03,"| Symbols: ATPDIL1-2, PDI6, ATPDI6, PDIL1-2 | PDI-like 1-2 | chr1:29126742-29129433 FORWARD LENGTH=508",367310,452706,276082,71772,67122,65266,151463,139701,147248,0.19,0.40,0.0280,0.0495
AT2G18020.1;AT4G36130.1,2,84.45,| Symbols: EMB2296 | Ribosomal protein L2 family | chr2:7837151-7838160 FORWARD LENGTH=258,1342760,93867,99761,97917,85548,97195,105137,104980,102949,0.18,0.20,0.4196,0.4297
AT3G48420.1,1,24.36,| Symbols:  | Haloacid dehalogenase-like hydrolase (HAD) superfamily protein | chr3:17929743-17931551 FORWARD LENGTH=319,12187,10088,10378,2234,2104,1581,5796,5961,5509,0.18,0.53,0.0030,0.0133
AT3G23940.1,1,17.06,| Symbols:  | dehydratase family | chr3:8648780-8652323 FORWARD LENGTH=608,63793,49275,52589,9211,9729,10545,17945,19828,18356,0.18,0.34,0.0088,0.0130
AT5G53850.1,1,62.19,| Symbols:  | haloacid dehalogenase-like hydrolase family protein | chr5:21861617-21864817 REVERSE LENGTH=402,208414,186131,197853,37337,33441,34031,50508,50649,50825,0.18,0.26,0.0011,0.0019
AT4G32330.1,1,38.93,| Symbols:  | TPX2 (targeting protein for Xklp2) protein family | chr4:15609801-15611867 FORWARD LENGTH=437,9351,6870,7207,1470,1015,1613,1718,1701,1318,0.17,0.20,0.0110,0.0133
AT1G44575.1,1,19.64,"| Symbols: NPQ4, PSBS | Chlorophyll A-B binding family protein | chr1:16871768-16873194 FORWARD LENGTH=265",21937,11601,19301,3907,3228,2094,3800,4228,1915,0.17,0.19,0.0393,0.0382
AT5G15450.1,1,27.63,"| Symbols: APG6, CLPB3, CLPB-P | casein lytic proteinase B3 | chr5:5014399-5018255 REVERSE LENGTH=968",19790,32188,24203,5469,3506,4284,14625,13615,14509,0.17,0.56,0.0262,0.0905
AT3G51260.1;AT3G51260.2,3,76.89,| Symbols: PAD1 | 20S proteasome  alpha subunit PAD1 | chr3:19031086-19032746 FORWARD LENGTH=250,257153,201029,178502,37821,36386,36523,72673,65973,68365,0.17,0.33,0.0173,0.0250
AT3G16950.1,2,56.97,"| Symbols: LPD1, ptlpd1 | lipoamide dehydrogenase 1 | chr3:5786761-5790383 REVERSE LENGTH=570",272675,231607,194992,38367,42501,40547,30183,28523,30476,0.17,0.13,0.0131,0.0119
AT1G07890.1,3,78.34,"| Symbols: APX1, MEE6, CS1, ATAPX1, ATAPX01 | ascorbate peroxidase 1 | chr1:2438005-2439435 FORWARD LENGTH=250",468676,415620,449425,73573,78299,75148,158414,149277,147673,0.17,0.34,0.0016,0.0019
AT5G08280.1,4,117.25,| Symbols: HEMC | hydroxymethylbilane synthase | chr5:2663763-2665596 REVERSE LENGTH=382,1250986,1178118,1167179,200149,206765,205125,407284,403547,391451,0.17,0.33,0.0007,0.0008
AT5G24770.1,1,121.82,"| Symbols: VSP2, ATVSP2 | vegetative storage protein 2 | chr5:8500713-8501844 REVERSE LENGTH=265",478030,380140,136286,61926,50443,56643,31478,24736,34911,0.17,0.09,0.1134,0.0974
AT5G56010.1;AT5G56000.1,1,284.83,"| Symbols: HSP81-3, Hsp81.3, AtHsp90-3, AtHsp90.3 | heat shock protein 81-3 | chr5:22681410-22683911 FORWARD LENGTH=699",173180,129308,183588,27577,25833,28915,65271,62153,62739,0.17,0.39,0.0147,0.0269
AT3G57410.1,6,252.42,"| Symbols: VLN3, ATVLN3 | villin 3 | chr3:21243615-21249809 REVERSE LENGTH=965",581383,629900,595424,106196,98681,100591,315179,305853,306527,0.17,0.51,0.0006,0.0017
AT5G55160.1;AT4G26840.1;AT5G55160.2,2,68.44,"| Symbols: SUM2, SUMO 2, SUMO2, ATSUMO2 | small ubiquitin-like modifier 2 | chr5:22383747-22384772 REVERSE LENGTH=103",1447218,1201540,1814825,228678,239950,283410,266095,253168,282739,0.17,0.18,0.0194,0.0205
AT1G20020.1;AT1G20020.3,14,699.73,"| Symbols: ATLFNR2, FNR2 | ferredoxin-NADP(+)-oxidoreductase 2 | chr1:6942851-6944868 FORWARD LENGTH=369",21211204,22493581,18179501,3572506,3300245,3511079,6506854,6511908,6761580,0.17,0.32,0.0054,0.0080
AT1G79340.1,2,41.41,"| Symbols: AtMC4, MC4 | metacaspase 4 | chr1:29842849-29844368 FORWARD LENGTH=418",54592,42097,46255,9854,6683,7422,18064,15004,17649,0.17,0.35,0.0058,0.0101
AT3G54400.1,1,28.08,| Symbols:  | Eukaryotic aspartyl protease family protein | chr3:20140291-20142599 REVERSE LENGTH=425,156373,151473,172697,28291,26414,25434,40160,40220,34137,0.17,0.24,0.0020,0.0013
AT1G30230.1,1,102.99,"| Symbols:  | Glutathione S-transferase, C-terminal-like;Translation elongation  factor EF1B/ribosomal protein S6 | chr1:10639286-10640515 FORWARD LENGTH=231",646558,754418,825281,133977,109488,125261,370084,337812,429386,0.17,0.51,0.0062,0.0085
AT1G52820.1,1,29.12,| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr1:19669216-19670321 FORWARD LENGTH=317,211024,218333,244132,37956,41768,31197,44515,42740,37894,0.16,0.19,0.0014,0.0022
ATCG00780.1,1,17.9,| Symbols: RPL14 | ribosomal protein L14 | chrC:80696-81064 REVERSE LENGTH=122,215435,173464,209183,35187,29470,32299,47528,48332,47645,0.16,0.24,0.0055,0.0073
AT5G11420.1,2,108.78,"| Symbols:  | Protein of unknown function, DUF642 | chr5:3644655-3646991 FORWARD LENGTH=366",768703,903895,1765605,196077,173827,185805,193085,182256,193792,0.16,0.17,0.0913,0.0921
AT4G20850.1,3,131.65,| Symbols: TPP2 | tripeptidyl peptidase ii | chr4:11160935-11169889 REVERSE LENGTH=1380,544127,666862,670854,104685,99154,99196,99953,96831,98281,0.16,0.16,0.0061,0.0061
AT5G60160.1,1,70.71,| Symbols:  | Zn-dependent exopeptidases superfamily protein | chr5:24223887-24226783 REVERSE LENGTH=477,124212,143773,146056,20780,21916,23346,21076,21198,22345,0.16,0.16,0.0033,0.0034
AT5G02240.1,4,190.68,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr5:451502-452984 FORWARD LENGTH=253,1095750,1251564,1500499,200162,213561,197287,444239,423115,366926,0.16,0.32,0.0116,0.0151
AT3G22630.1,2,68.52,"| Symbols: PBD1, PRCGB | 20S proteasome beta subunit D1 | chr3:8009709-8010774 REVERSE LENGTH=204",469303,437394,433167,72698,73568,66225,89480,88442,97571,0.16,0.21,0.0006,0.0005
AT1G16080.1,5,158.8,"| Symbols:  | unknown protein; LOCATED IN: apoplast, chloroplast stroma, chloroplast, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; Has 81 Blast hits to 81 proteins in 28 species: Archae - 0; Bacteria -",862533,806124,922251,133163,134147,138818,205568,209623,190733,0.16,0.23,0.0021,0.0020
AT2G20420.1,1,73.07,| Symbols:  | ATP citrate lyase (ACL) family protein | chr2:8805574-8807858 FORWARD LENGTH=421,276178,303278,302176,47046,43675,46514,76544,79657,77357,0.16,0.26,0.0011,0.0015
AT1G15340.1,2,63.67,| Symbols: MBD10 | methyl-CPG-binding domain 10 | chr1:5275895-5277474 REVERSE LENGTH=384,254852,224809,227853,35734,38121,36186,47711,48299,47867,0.16,0.20,0.0022,0.0026
AT3G26650.1;AT1G12900.2,2,209.88,"| Symbols: GAPA, GAPA-1 | glyceraldehyde 3-phosphate dehydrogenase A subunit | chr3:9795226-9796848 FORWARD LENGTH=396",255903,231939,308021,41019,47561,34942,86957,82715,82963,0.16,0.32,0.0085,0.0148
AT3G05590.1,2,78.64,| Symbols: RPL18 | ribosomal protein L18 | chr3:1621511-1622775 FORWARD LENGTH=187,274661,379098,289061,49399,45192,51206,53347,53290,56219,0.15,0.17,0.0146,0.0154
AT1G55490.1;AT1G26230.1;AT5G56500.1,7,244.76,"| Symbols: CPN60B, LEN1 | chaperonin 60 beta | chr1:20715717-20718673 REVERSE LENGTH=600",1789764,1661295,1809443,278452,262240,263136,345946,327572,316049,0.15,0.19,0.0009,0.0007
AT5G24300.1,1,22.35,"| Symbols: SSI1, SSI, ATSS1 | Glycogen/starch synthases, ADP-glucose type | chr5:8266934-8270860 FORWARD LENGTH=652",37130,28473,36332,4563,5011,5795,10092,9557,10270,0.15,0.29,0.0082,0.0126
AT4G31710.1,1,16.1,"| Symbols: ATGLR2.4, GLR2.4 | glutamate receptor 2.4 | chr4:15349121-15352962 FORWARD LENGTH=898",266457,71016,97984,24139,21293,20080,7900,9515,2339,0.15,0.05,0.1812,0.1515
AT1G22530.1,3,120.59,| Symbols: PATL2 | PATELLIN 2 | chr1:7955773-7958326 REVERSE LENGTH=683,611607,719590,780871,106125,103755,105095,124039,118273,125707,0.15,0.17,0.0067,0.0071
AT1G76040.1,1,20.99,| Symbols: CPK29 | calcium-dependent protein kinase 29 | chr1:28538906-28540448 FORWARD LENGTH=323,56755,94658,91126,10302,13661,11771,39454,40335,38980,0.15,0.49,0.0287,0.0760
AT1G53240.1;AT3G15020.1;AT3G15020.2,8,398.56,| Symbols: mMDH1 | Lactate/malate dehydrogenase family protein | chr1:19854966-19856802 REVERSE LENGTH=341,3325497,3149227,2883952,462894,447749,466675,1211036,1219015,1183993,0.15,0.39,0.0023,0.0042
AT4G33220.1,1,16.16,"| Symbols: PME44, ATPME44 | pectin methylesterase 44 | chr4:16022506-16026130 FORWARD LENGTH=525",12354,31733,44505,2956,5226,4811,3335,5266,4589,0.15,0.15,0.1136,0.1144
AT5G66190.1;AT5G66190.2,17,697.78,"| Symbols: ATLFNR1, FNR1 | ferredoxin-NADP(+)-oxidoreductase 1 | chr5:26451203-26453012 REVERSE LENGTH=360",25643930,23019969,25740564,3711894,3560329,3342800,5253106,5095535,5099266,0.14,0.21,0.0015,0.0020
AT3G24170.1,2,113.23,"| Symbols: ATGR1, GR1 | glutathione-disulfide reductase | chr3:8729762-8734115 REVERSE LENGTH=499",481159,541608,532040,76471,70090,73158,101311,103359,106276,0.14,0.20,0.0016,0.0019
AT3G03250.1,3,193.94,"| Symbols: UGP, UGP1, AtUGP1 | UDP-GLUCOSE PYROPHOSPHORYLASE 1 | chr3:749761-754014 REVERSE LENGTH=469",614323,635732,564113,83642,81201,88394,64044,65562,67556,0.14,0.11,0.0015,0.0015
AT4G13780.1,1,26.67,"| Symbols:  | methionine--tRNA ligase, putative / methionyl-tRNA synthetase, putative / MetRS, putative | chr4:7993366-7998433 REVERSE LENGTH=797",171866,193685,201691,29233,25306,23749,35883,39210,32763,0.14,0.19,0.0023,0.0024
AT4G39260.1;AT4G39260.2;AT4G39260.4,5,282.19,"| Symbols: CCR1, ATGRP8, GR-RBP8, GRP8 | cold, circadian rhythm, and RNA binding 1 | chr4:18274166-18274958 REVERSE LENGTH=169",3523774,3805760,4335121,547478,548592,493420,543077,508399,538495,0.14,0.14,0.0048,0.0049
AT3G09300.1,1,45.06,| Symbols: ORP3B | OSBP(oxysterol binding protein)-related protein 3B | chr3:2858068-2860462 FORWARD LENGTH=458,50231,55166,56020,7469,7212,7313,19507,20487,18382,0.14,0.36,0.0015,0.0012
AT5G16390.1,1,34.04,"| Symbols: CAC1, CAC1A, BCCP, BCCP1 | chloroplastic acetylcoenzyme A carboxylase 1 | chr5:5361098-5363020 REVERSE LENGTH=280",1504966,3363029,3322219,341651,389894,369102,764559,755571,814270,0.13,0.29,0.0610,0.0859
AT2G04030.1;AT3G07770.1,6,260.78,"| Symbols: CR88, EMB1956, HSP90.5, Hsp88.1, AtHsp90.5 | Chaperone protein htpG family protein | chr2:1281983-1285909 FORWARD LENGTH=780",2080799,2277268,2182604,287578,285622,297040,390216,381456,387504,0.13,0.18,0.0009,0.0010
AT2G37220.1,4,228.57,| Symbols:  | RNA-binding (RRM/RBD/RNP motifs) family protein | chr2:15634980-15636331 REVERSE LENGTH=289,2670242,3138406,2855679,370806,378596,402296,663828,649782,672257,0.13,0.23,0.0028,0.0037
AT3G09840.1;AT3G53230.1;AT5G03340.1,5,191.15,"| Symbols: CDC48, ATCDC48, CDC48A | cell division cycle 48 | chr3:3019494-3022832 FORWARD LENGTH=809",459627,423068,531689,66579,59428,61837,110026,107202,114798,0.13,0.23,0.0059,0.0075
AT5G11170.1;AT5G11170.2,2,52.03,| Symbols:  | DEAD/DEAH box RNA helicase family protein  | chr5:3553334-3556646 FORWARD LENGTH=427,56706,22430,38701,6038,6598,2791,32351,26134,24505,0.13,0.70,0.0728,0.3615
AT1G62750.1,1,20.36,"| Symbols: ATSCO1, ATSCO1/CPEF-G, SCO1 | Translation elongation factor EFG/EF2 protein | chr1:23233622-23236321 REVERSE LENGTH=783",140990,184576,155164,20780,19186,21812,24338,16299,17007,0.13,0.12,0.0082,0.0065
AT2G37270.1,2,49.22,"| Symbols: ATRPS5B, RPS5B | ribosomal protein 5B | chr2:15647883-15649042 REVERSE LENGTH=207",213336,129352,170914,23656,21017,21260,23556,20089,19117,0.13,0.12,0.0253,0.0248
AT1G65930.1;AT1G54340.1;AT5G14590.1,8,312.36,| Symbols: cICDH | cytosolic NADP+-dependent isocitrate dehydrogenase | chr1:24539088-24541861 FORWARD LENGTH=410,1400037,1298209,1160568,165502,164688,164442,257655,264831,261286,0.13,0.20,0.0038,0.0045
AT3G04840.1,1,17.77,| Symbols:  | Ribosomal protein S3Ae | chr3:1329751-1331418 FORWARD LENGTH=262,67235,59241,63001,8105,7715,8409,10430,10483,12348,0.13,0.18,0.0016,0.0010
AT5G51970.1,2,56.29,| Symbols:  | GroES-like zinc-binding alcohol dehydrogenase family protein | chr5:21111820-21113284 FORWARD LENGTH=364,160048,137342,160155,19389,18841,20223,35666,29944,31401,0.13,0.21,0.0032,0.0027
AT3G11710.1,1,16.46,| Symbols: ATKRS-1 | lysyl-tRNA synthetase 1 | chr3:3702359-3705613 REVERSE LENGTH=626,45045,62651,56460,6293,6595,7549,8016,7654,7638,0.12,0.14,0.0111,0.0118
AT3G57240.1,1,29.47,"| Symbols: BG3 | beta-1,3-glucanase 3 | chr3:21181916-21183045 REVERSE LENGTH=341",213113,120973,59964,18041,15202,15725,29907,23443,27063,0.12,0.20,0.1227,0.1431
AT3G55010.1,1,19.57,"| Symbols: ATPURM, PUR5 | phosphoribosylformylglycinamidine cyclo-ligase, chloroplast / phosphoribosyl-aminoimidazole synthetase / AIR synthase (PUR5) | chr3:20386818-20388549 FORWARD LENGTH=389",56653,117149,42120,6912,9119,10665,16697,14007,14972,0.12,0.21,0.1107,0.1320
AT5G10450.1,3,191.61,"| Symbols: GRF6, AFT1, 14-3-3lambda | G-box regulating factor 6 | chr5:3284452-3286261 REVERSE LENGTH=248",1124280,1206374,1178473,145505,133247,148752,257390,235810,241075,0.12,0.21,0.0004,0.0003
AT2G17290.1,1,52.68,"| Symbols: CPK6, ATCDPK3, ATCPK6 | Calcium-dependent protein kinase family protein | chr2:7517005-7519239 FORWARD LENGTH=544",171800,140730,180388,19179,18342,21858,39919,38010,40836,0.12,0.24,0.0065,0.0089
AT4G37910.1,3,195.68,| Symbols: mtHsc70-1 | mitochondrial heat shock protein 70-1 | chr4:17825368-17828099 REVERSE LENGTH=682,264440,642709,283253,47571,47384,47121,155500,148188,149451,0.12,0.38,0.1049,0.1839
AT5G63310.1,8,288.36,"| Symbols: NDPK2, NDPK1A, NDPK IA IA, NDPK IA, ATNDPK2 | nucleoside diphosphate kinase 2 | chr5:25372122-25373838 REVERSE LENGTH=231",2855950,3129032,3480440,367162,371698,383337,842751,836981,833592,0.12,0.27,0.0042,0.0060
AT1G35160.1,2,303.04,"| Symbols: GRF4, 14-3-3PHI, GF14 PHI | GF14 protein phi chain | chr1:12867264-12868514 FORWARD LENGTH=267",681199,568648,374075,61384,61750,68653,75316,65501,72082,0.12,0.13,0.0335,0.0344
AT5G65430.1,1,239.36,"| Symbols: GRF8, 14-3-3KAPPA, GF14 KAPPA | general regulatory factor 8 | chr5:26148546-26150255 REVERSE LENGTH=248",763425,637668,483599,72330,72372,74744,94501,87239,88385,0.12,0.14,0.0206,0.0218
AT3G53620.1,1,50.14,"| Symbols: AtPPa4, PPa4 | pyrophosphorylase 4 | chr3:19881491-19883308 FORWARD LENGTH=216",68134,146585,98125,12493,11960,11843,15405,18234,16248,0.12,0.16,0.0563,0.0616
AT3G09680.1,1,19.88,| Symbols:  | Ribosomal protein S12/S23 family protein | chr3:2969197-2970291 REVERSE LENGTH=142,463438,61637,45151,19900,22227,23705,28128,28830,23478,0.12,0.14,0.3439,0.3550
AT5G57655.1,3,55.18,| Symbols:  | xylose isomerase family protein | chr5:23347030-23348720 FORWARD LENGTH=287,179050,208827,233935,23545,21957,26015,47941,40891,46257,0.12,0.22,0.0071,0.0085
AT2G22170.1,2,101.61,"| Symbols:  | Lipase/lipooxygenase, PLAT/LH2 family protein | chr2:9427010-9427742 REVERSE LENGTH=183",1088700,1270456,1379579,134171,142165,147974,116162,110960,124950,0.11,0.09,0.0058,0.0055
AT4G01900.1,1,34.2,"| Symbols: PII, GLB1 | GLNB1 homolog | chr4:821736-823294 FORWARD LENGTH=196",43022,39562,46647,4903,4994,4762,7231,7562,7104,0.11,0.17,0.0028,0.0031
AT3G16400.1;AT3G16410.1,5,226.47,"| Symbols: ATMLP-470, NSP1, ATNSP1 | nitrile specifier protein 1 | chr3:5566516-5568330 FORWARD LENGTH=470",2092384,1811019,1964991,237444,210905,217192,155212,153114,165142,0.11,0.08,0.0020,0.0020
AT3G59970.3;AT2G44160.1;AT3G59970.1,4,127.57,| Symbols: MTHFR1 | methylenetetrahydrofolate reductase 1 | chr3:22151303-22154323 FORWARD LENGTH=592,995302,1012462,1058342,117135,111812,118635,158053,142640,147875,0.11,0.15,0.0004,0.0002
AT1G49630.1,4,125.38,"| Symbols: ATPREP2, PREP2 | presequence protease 2 | chr1:18368405-18375336 REVERSE LENGTH=1080",1009695,1090250,1109097,122672,116165,123493,198830,197143,200412,0.11,0.19,0.0010,0.0012
AT1G07920.1,3,74.89,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2455559-2457001 FORWARD LENGTH=449,2240904,2610018,2735091,294635,283186,264131,218393,212126,223987,0.11,0.09,0.0042,0.0041
AT3G63490.1,1,26.91,| Symbols:  | Ribosomal protein L1p/L10e family | chr3:23444269-23446020 FORWARD LENGTH=346,277391,349717,300503,32409,34760,35087,48993,48841,44124,0.11,0.15,0.0059,0.0063
